0 0 0 1
0 0 1 2
0 0 2 3
0 0 3 4
0 0 4 5
0 0 5 6
0 0 6 7
0 0 7 8
0 0 8 9
0 0 9 10
0 0 10 11
0 0 11 12
0 0 12 13
0 0 13 14
0 0 14 15
0 0 15 16
0 0 16 17
0 0 17 18
0 0 18 19
0 0 19 20
0 0 20 21
0 0 21 22
0 0 22 23
0 0 23 24
0 0 24 25
0 0 25 26
0 0 26 27
0 0 27 28
0 0 28 29
0 0 29 30
0 0 30 31
0 0 31 32
0 0 32 33
0 0 33 34
0 0 34 35
0 0 35 36
0 0 36 37
0 0 37 38
0 0 38 39
0 0 39 40
0 0 40 41
0 0 41 42
0 0 42 43
0 0 43 44
0 0 44 45
0 0 45 46
0 0 46 47
0 0 47 48
0 0 48 49
0 0 49 50
0 0 50 51
0 0 51 52
0 0 52 53
0 0 53 54
0 0 54 55
0 0 55 56
0 0 56 57
0 0 57 58
0 0 58 59
0 0 59 60
0 0 60 61
0 0 61 62
0 0 62 63
0 0 63 64
0 0 64 65
0 0 65 66
0 0 66 67
0 0 67 68
0 0 68 69
0 0 69 70
0 0 70 71
0 0 71 72
0 0 72 73
0 0 73 74
0 0 74 75
0 0 75 76
0 0 76 77
0 0 77 78
0 0 78 79
0 0 79 80
0 0 80 81
0 0 81 82
0 0 82 83
0 0 83 84
0 0 84 85
0 0 85 86
0 0 86 87
0 0 87 88
0 0 88 89
0 0 89 90
0 0 90 91
0 0 91 92
0 0 92 93
0 0 93 94
0 0 94 95
0 0 95 96
0 0 96 97
0 0 97 98
0 0 98 99
0 0 99 100
0 1 0 2
0 1 1 3
0 1 2 4
0 1 3 5
0 1 4 6
0 1 5 7
0 1 6 8
0 1 7 9
0 1 8 10
0 1 9 11
0 1 10 12
0 1 11 13
0 1 12 14
0 1 13 15
0 1 14 16
0 1 15 17
0 1 16 18
0 1 17 19
0 1 18 20
0 1 19 21
0 1 20 22
0 1 21 23
0 1 22 24
0 1 23 25
0 1 24 26
0 1 25 27
0 1 26 28
0 1 27 29
0 1 28 30
0 1 29 31
0 1 30 32
0 1 31 33
0 1 32 34
0 1 33 35
0 1 34 36
0 1 35 37
0 1 36 38
0 1 37 39
0 1 38 40
0 1 39 41
0 1 40 42
0 1 41 43
0 1 42 44
0 1 43 45
0 1 44 46
0 1 45 47
0 1 46 48
0 1 47 49
0 1 48 50
0 1 49 51
0 1 50 52
0 1 51 53
0 1 52 54
0 1 53 55
0 1 54 56
0 1 55 57
0 1 56 58
0 1 57 59
0 1 58 60
0 1 59 61
0 1 60 62
0 1 61 63
0 1 62 64
0 1 63 65
0 1 64 66
0 1 65 67
0 1 66 68
0 1 67 69
0 1 68 70
